Title,Category Name,Experience,Sub Category Name,Currency,Budget,Location,Freelancer Preferred From,Type,Date Posted,Description,Duration,Client Registration Date,Client City,Client Country,Client Currency,Client Job Title
Need assistance with lessons,Business,Entry ($),Finance & Accounting,GBP,20.0,remote,ALL,fixed_price,2023-01-28 16:56:46,"Hi, I need assistance with some lessons on accounting, I am looking for someone with an accounting background to help me with my lessons on financial position statements. 

I would prefer someone available to do it by Monday. 

Thank you, 
",,2023-01-28,Croydon,United Kingdom,GBP,
Ecommerce Shopify Website Development and SEO,Technology & Programming,Expert ($$$),Website Development,GBP,275.0,remote,ALL,fixed_price,2023-01-28 15:48:52,"Looking For Professional who can work on our jewelry ecommerce website for website development and SEO

Shopify Website Tasks
1 Full speed optimization Audit and solutions
2. Check and fix all halting Java scripts if any (JASON).
3. Check and remove apps' obsolete code if any.
4. Check and optimize all website assets (images, CSS, JS, etc.)

SEO Work
1)Remove/manage Duplicate Title Tags
2) Pages URL Shortening for Better SEO optimization
3) Add  hreang and lang attributes",,2023-01-28,London,United Kingdom,GBP,
Google Map Generation,"Marketing, Branding & Sales",Entry ($),Strategy & Research,GBP,20.0,remote,ALL,fixed_price,2023-01-28 15:22:08,"We need someone to go through a list of 214 companies and add them all to a Google Map.  We will provide an Excel spreadsheet with the company names as well as a base Google Map.  You will:

(1)  Add each of the companies in the Excel spreadsheet to the Google Map.  
(2) Highlight in yellow all companies in the Excel spreadsheet which you are not able to find and add to the Google Map.

Screenshots of the Excel spreadsheet and what we would like the Google Map to look like are attached.",,2020-11-06,Bishops Stortford,United Kingdom,GBP,
Help with Wordpress FSE ,Technology & Programming,Entry ($),Website Development,GBP,20.0,remote,ALL,fixed_price,2023-01-28 14:46:26,"I have a Wordpress FSE site which requires two adjustments. I want a search box inline with the navigation menu. I want the breadcrumb centered. 
If I try adding a seach box to the menu I just get a new header. So that positions the whole thing further down. 
I am using the Yoast breadcrumb. As standard it is left justified, and there seems to be no available setting. If I add a prefix to the breadcrumb, the result is centered, but the prefix is on the left and the rest is on the right. Does not look right! 
All I want is for someone to take a look at this and let me know how to make the changes. I imagine this is about five minutes work for someone who knows Wordpress FSE.

The site is avantgardescience.com",,2019-12-24,Bristol,United Kingdom,GBP,
I need a edit image on my website ,"Video, Photo & Image",Entry ($),Image Editing,GBP,15.0,remote,ALL,fixed_price,2023-01-28 14:45:38,"Hi

Need a quick help with editing an image on my website.  Need help on the design edit and colour to make it more creative. Logo is ok for now",,2017-03-02,Solihull,United Kingdom,GBP,Pr executive/ Copywriter/ Author
Fashion Illustration ,Design,Expert ($$$),Fashion & Clothing,GBP,90.0,remote,ALL,fixed_price,2023-01-28 13:55:28,"Looking for a fashion illustrator to sketch up some costume designs for a presentation.

Have got some references, but need to add sketched to present to my Director.

Costumes will be used for an event in a new luxury hospitality brand in the heart of Mayfair, London.

Event is based on Vulcan, God of Fire.",,2023-01-28,London,United Kingdom,GBP,
Website maintenance,Design,Entry ($),Web Design,GBP,20.0,remote_country,GB,fixed_price,2023-01-28 13:55:28,"I'm not looking for website design, so please only reply if you can handle website fixes.

I have a simple Wordpress website that has been well designed, but development is faulty. I can manage updates myself in Elementor, but the update mechanisms need fixing. A couple of examples:

- content updates don't work across laptop and mobile devices, so not integrated correctly. 

- I don't know how to amend the testimonial text as they have been created as an image. 

I can supply the designer's 'how to' instructions, which I use to update content. These need checking and testing to ensure updates function correctly across all devices and guidance given where needed.

",less than 1 week,2008-11-06,Radlett,United Kingdom,GBP,PR & Marketing Consultant
Recreate a 2 page A3 document (design lost) in illustrator,Design,Entry ($),Cards & Stationery,GBP,30.0,remote,ALL,fixed_price,2023-01-28 12:51:25,"Recreate an A3 document from 2 photos in adobe illustrator (.AI)

£25 fixed fee

finished product must be done in 6 hours of acceptance of job

will be accepted today

**If text cannot be read on photo - then put any text in and we will change it here - Use Arial as font",,2016-01-13,London,United Kingdom,GBP,
3D Model Rendering and VR Designer,Design,Entry ($),3D Design,GBP,90.0,remote,ALL,fixed_price,2023-01-28 12:40:38,We need a 3D model and render images for marketing purposes. We need both internal and external images so you will need to do an interior and exterior design. We shall need a walk through video and later on we shall need VR.,,2023-01-28,London,United Kingdom,EUR,
Shopify Website,Technology & Programming,Expert ($$$),Website Development,GBP,275.0,remote,ALL,fixed_price,2023-01-28 11:27:22,I need developer for my Shopify website I will share the details with selected candidates.                        ,,2023-01-28,London,United Kingdom,GBP,
Website fix 404 not found ,Technology & Programming,Intermediate ($$),Website Development,GBP,20.0,remote,ALL,fixed_price,2023-01-28 11:05:20,I need to fix my website that is now showing 404 not found ,,2019-10-22,London,United Kingdom,GBP,
"Logo, Banner and Wallpaper",Design,Entry ($),Graphic Design,GBP,60.0,remote,ALL,fixed_price,2023-01-28 11:04:51,"I'm looking for a logo for my website (https://andrewstaylor.com) as well as a banner I can use on LinkedIn for the same website.

If possible the logo can work on a computer wallpaper to keep the theme running.

Website uses orange and ideally will incorporate a power button icon (one I use as favicon uploaded)",,2016-06-12,Newcastle,United Kingdom,GBP,Web developer/Hosting/Infrastructure
Philippine lawyer/ HR expert: review service engagement contract,Business,Entry ($),Legal Services,USD,39.0,remote,ALL,fixed_price,2023-01-28 11:04:51,"I need a service engagement contract reviewed.  It has 3 main pages and 3 brief appendices (one page each).  Please include your credentials, I need a proper lawyer or HR person.

Thank you!",,2014-06-07,Valencia,Spain,EUR,"Creative Arts, Design and Writing"
Run API Calls from Google Sheets,Technology & Programming,Intermediate ($$),Programming & Coding,GBP,21.0,remote,ALL,hourly,2023-01-28 10:42:53,"I want to create a google sheet where we have some input data already (people profile data from Linkedin), and i want to enrich data within that sheet through a number of 3rd party apps which include:

https://docs.iscraper.io/
https://hunter.io/api
https://developer.dropcontact.com/
https://www.zerobounce.net/docs/email-validation-api-quickstart

This should be managed from the sheet so we can manually start each task after the previous one finished or run them one after the other automatically.

If this is something you can help with then please explain how you will do this and how long you think it will take.

Thanks",,2015-11-27,City of London,United Kingdom,GBP,
Filemaker Pro Development of existing system/database ,Technology & Programming,Expert ($$$),Programming & Coding,GBP,23.0,remote,ALL,hourly,2023-01-28 10:56:08,Adjustments and amendments needed to a filemaker database and system used on a daily basis.System needs some updating after 5 years,,2012-05-07,Welwyn Garden City,United Kingdom,GBP,Account Exec
